Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
140,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,25-213,1995,30,28,2455,27.3,1,1,1,0,0,5,1,0.04,0.04,0.07,0.04,0.07,1.3,1.3,2.4,3.7,0.05,0.09,0.14,0.05,0.14,Matches
141,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,22-138,1999,1,1,62,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
142,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,21-190,1999,2,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.22,0.09,0.31,0.22,0.31,Matches
143,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,27-052,1994,22,21,1794,19.9,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.2,0.5,0.02,0.01,0.02,0.02,0.02,Matches
144,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,27-197,1993,8,6,468,5.2,1,0,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,0.2,0.2,0.1,0.3,0.04,0.02,0.06,0.04,0.06,Matches
145,Emerson\Emerson,br BRA,DF,Betis,22-125,1999,33,33,2901,32.2,1,4,1,0,0,9,1,0.03,0.12,0.16,0.03,0.16,1.2,1.2,2.2,3.4,0.04,0.07,0.10,0.04,0.10,Matches
146,Youssef En-Nesyri\Youssef-En-Nesyri,ma MAR,FW,Sevilla,23-352,1997,37,22,2221,24.7,18,0,18,0,0,2,0,0.73,0.00,0.73,0.73,0.73,14.4,14.4,1.3,15.7,0.58,0.05,0.64,0.58,0.64,Matches
147,Sergi Enrich\Sergi-Enrich,es ESP,FW,Eibar,31-082,1990,26,12,1328,14.8,3,0,3,0,1,1,0,0.20,0.00,0.20,0.20,0.20,5.4,4.7,0.9,5.6,0.37,0.06,0.43,0.32,0.38,Matches
148,Aarón Escandell\Aaron-Escandell,es ESP,GK,Granada,25-234,1995,4,4,360,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
149,Dani Escriche\Dani-Escriche,es ESP,FWMF,Huesca,23-056,1998,23,7,857,9.5,1,1,1,0,0,5,1,0.11,0.11,0.21,0.11,0.21,1.4,1.4,1.3,2.6,0.14,0.13,0.28,0.14,0.28,Matches
150,Sergio Escudero\Sergio-Escudero,es ESP,DF,Sevilla,31-259,1989,8,6,492,5.5,1,0,1,0,0,3,0,0.18,0.00,0.18,0.18,0.18,0.2,0.2,0.5,0.7,0.03,0.10,0.13,0.03,0.13,Matches
151,Alfonso Espino\Alfonso-Espino,uy URU,DF,Cádiz,29-134,1992,32,31,2601,28.9,0,3,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,0.2,0.2,1.3,1.5,0.01,0.04,0.05,0.01,0.05,Matches
152,Vicente Esquerdo\Vicente-Esquerdo,es ESP,MF,Valencia,22-137,1999,4,3,231,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Matches
153,Pervis Estupiñán\Pervis-Estupinan,ec ECU,DF,Villarreal,23-118,1998,25,12,1168,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.3,1.8,0.04,0.10,0.14,0.04,0.14,Matches
154,Xabier Etxeita\Xabier-Etxeita,es ESP,DF,Getafe,33-200,1987,11,9,883,9.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.05,0.02,0.07,0.05,0.07,Matches
155,Edu Expósito\Edu-Exposito,es ESP,MF,Eibar,24-291,1996,31,27,2455,27.3,0,3,0,0,2,4,0,0.00,0.11,0.11,0.00,0.11,3.3,1.8,2.8,4.6,0.12,0.10,0.22,0.07,0.17,Matches
156,Fali\Fali,es ESP,DFMF,Cádiz,27-280,1993,33,28,2547,28.3,0,0,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.4,0.03,0.03,0.05,0.03,0.05,Matches
157,Ansu Fati\Ansu-Fati,es ESP,FW,Barcelona,18-200,2002,7,6,431,4.8,4,0,4,0,0,1,0,0.84,0.00,0.84,0.84,0.84,1.8,1.8,1.4,3.2,0.37,0.29,0.66,0.37,0.66,Matches
158,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,27-305,1993,32,32,2532,28.1,4,6,3,1,3,5,1,0.14,0.21,0.36,0.11,0.32,7.5,5.1,5.2,10.3,0.27,0.18,0.45,0.18,0.37,Matches
159,Felipe\Felipe,br BRA,DF,Atlético Madrid,32-003,1989,30,22,1967,21.9,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,1.0,0.03,0.01,0.04,0.03,0.04,Matches
160,João Félix\Joao-Felix,pt POR,FWMF,Atlético Madrid,21-190,1999,30,14,1544,17.2,7,5,6,1,2,5,0,0.41,0.29,0.70,0.35,0.64,5.1,3.6,3.8,7.3,0.30,0.22,0.52,0.21,0.43,Matches
161,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,30-016,1991,29,29,2610,29.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
162,Álex Fernández\Alex-Fernandez,es ESP,MF,Cádiz,28-216,1992,25,21,1946,21.6,4,1,2,2,2,1,0,0.18,0.05,0.23,0.09,0.14,3.2,1.7,1.8,3.5,0.15,0.08,0.23,0.08,0.16,Matches
163,Álvaro Fernández\Alvaro-Fernandez,es ESP,GK,Huesca,23-036,1998,21,21,1890,21.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
164,Andrés Fernández\Andres-Fernandez,es ESP,GK,Huesca,34-153,1986,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
165,Augusto Fernández\Augusto-Fernandez,ar ARG,MF,Cádiz,35-039,1986,11,3,314,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
166,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,24-362,1996,5,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.09,0.06,0.14,0.09,0.14,Matches
167,Carlos Fernández\Carlos-Fernandez,es ESP,FWMF,Real Sociedad,24-362,1996,10,4,373,4.1,1,2,1,0,0,5,0,0.24,0.48,0.72,0.24,0.72,0.8,0.8,0.4,1.2,0.20,0.10,0.30,0.20,0.30,Matches
168,Joaquín Fernández\Joaquin-Fernandez,es ESP,DF,Valladolid,24-353,1996,25,24,2073,23.0,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.3,1.5,0.05,0.01,0.07,0.05,0.07,Matches
169,Fernando\Fernando,br BRA,MF,Sevilla,33-298,1987,31,28,2546,28.3,3,4,3,0,0,6,0,0.11,0.14,0.25,0.11,0.25,0.7,0.7,3.4,4.1,0.02,0.12,0.14,0.02,0.14,Matches
170,David Ferreiro\David-Ferreiro,es ESP,MFFW,Huesca,33-048,1988,36,28,2443,27.1,2,4,2,0,0,4,0,0.07,0.15,0.22,0.07,0.22,1.9,1.9,5.3,7.2,0.07,0.20,0.27,0.07,0.27,Matches
171,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,Celta Vigo,30-066,1991,13,2,300,3.3,1,0,1,0,0,5,1,0.30,0.00,0.30,0.30,0.30,1.4,1.4,0.0,1.4,0.43,0.00,0.43,0.43,0.43,Matches
172,Fidel\Fidel,es ESP,MFDF,Elche,31-204,1989,29,27,2306,25.6,6,3,4,2,3,8,0,0.23,0.12,0.35,0.16,0.27,4.1,1.9,5.0,6.9,0.16,0.20,0.36,0.07,0.27,Matches
173,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,24-270,1996,6,2,244,2.7,1,1,1,0,0,1,0,0.37,0.37,0.74,0.37,0.74,0.8,0.8,0.7,1.5,0.31,0.25,0.56,0.31,0.56,Matches
174,Kingsley Fobi\Kingsley-Fobi,gh GHA,DF,Granada,22-241,1998,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
175,Ramón Folch\Ramon-Folch,es ESP,MF,Elche,31-227,1989,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
176,José Fontán\Jose-Fontan,es ESP,DF,Celta Vigo,21-097,2000,14,7,652,7.2,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.08,0.00,0.08,0.08,0.08,Matches
177,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,28-057,1993,31,31,2573,28.6,0,4,0,0,0,7,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,1.8,2.1,0.01,0.06,0.07,0.01,0.07,Matches
178,Juan Foyth\Juan-Foyth,ar ARG,DFMF,Villarreal,23-127,1998,16,13,1168,13.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,Matches
179,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Levante,24-088,1997,36,21,2096,23.3,4,9,4,0,0,3,0,0.17,0.39,0.56,0.17,0.56,3.3,3.3,5.2,8.5,0.14,0.22,0.36,0.14,0.36,Matches
180,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,30-075,1991,10,8,727,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.0,1.2,0.15,0.00,0.15,0.15,0.15,Matches
181,Javi Galán\Javi-Galan,es ESP,DF,Huesca,26-181,1994,37,34,3065,34.1,1,2,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,0.2,0.2,3.1,3.3,0.01,0.09,0.10,0.01,0.10,Matches
182,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,34-249,1986,21,7,739,8.2,0,2,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,1.3,1.3,0.7,2.0,0.16,0.08,0.25,0.16,0.25,Matches
183,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,34-010,1987,27,10,1077,12.0,4,1,4,0,0,0,0,0.33,0.08,0.42,0.33,0.42,3.4,3.4,1.2,4.6,0.29,0.10,0.38,0.29,0.38,Matches
184,Aleix García\Aleix-Garcia,es ESP,MF,Eibar,23-325,1997,11,5,437,4.9,0,1,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,0.8,1.2,0.07,0.17,0.24,0.07,0.24,Matches
185,Borja García\Borja-Garcia,es ESP,MFFW,Huesca,30-198,1990,20,13,1111,12.3,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,1.2,2.4,0.10,0.10,0.20,0.10,0.20,Matches
186,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,30-360,1990,27,21,1920,21.3,0,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,Matches
187,David García\David-Garcia,es ESP,DF,Osasuna,27-094,1994,34,34,3060,34.0,1,0,1,0,0,8,0,0.03,0.00,0.03,0.03,0.03,1.5,1.5,0.3,1.8,0.05,0.01,0.05,0.05,0.05,Matches
188,Manu García\Manu-Garcia,es ESP,MF,Alavés,35-023,1986,24,9,1034,11.5,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.7,0.04,0.02,0.06,0.04,0.06,Matches
189,Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,34-312,1986,34,21,1743,19.4,5,1,3,2,3,8,2,0.26,0.05,0.31,0.15,0.21,6.4,4.1,1.3,5.4,0.33,0.07,0.40,0.21,0.28,Matches
190,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,32-019,1989,8,5,504,5.6,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,0.1,0.1,0.2,0.4,0.02,0.04,0.07,0.02,0.07,Matches
191,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,27-309,1993,37,33,2718,30.2,3,5,2,1,1,2,0,0.10,0.17,0.26,0.07,0.23,3.4,2.7,5.1,7.8,0.11,0.17,0.28,0.09,0.26,Matches
192,Sergi García\Sergi-Garcia,es ESP,MF,Alavés,22-035,1999,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
193,Unai García\Unai-Garcia,es ESP,DF,Osasuna,29-105,1992,16,12,1189,13.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.04,0.02,0.06,0.04,0.06,Matches
194,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,30-176,1990,23,20,1761,19.6,0,2,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.8,0.8,1.7,2.5,0.04,0.09,0.13,0.04,0.13,Matches
195,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Elche,29-137,1992,7,7,630,7.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches
196,David Gil\David-Gil,es ESP,GK,Cádiz,27-128,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
197,Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,30-000,1991,11,3,407,4.5,2,1,2,0,0,0,0,0.44,0.22,0.66,0.44,0.66,1.4,1.4,0.0,1.4,0.31,0.01,0.32,0.31,0.32,Matches
198,Dani Gómez\Dani-Gomez,es ESP,FW,Levante,22-293,1998,33,16,1600,17.8,2,2,2,0,0,3,0,0.11,0.11,0.23,0.11,0.23,3.0,3.0,1.1,4.1,0.17,0.06,0.23,0.17,0.23,Matches
199,Ibai Gómez\Ibai-Gomez,es ESP,MF,Athletic Club,31-189,1989,12,3,353,3.9,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.1,0.1,0.6,0.7,0.03,0.15,0.18,0.03,0.18,Matches
200,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,24-278,1996,30,30,2610,29.0,7,1,7,0,0,7,1,0.24,0.03,0.28,0.24,0.28,6.7,6.7,0.9,7.6,0.23,0.03,0.26,0.23,0.26,Matches
201,Moi Gómez\Moi-Gomez,es ESP,MFFW,Villarreal,26-330,1994,34,29,2558,28.4,4,0,3,1,1,1,0,0.14,0.00,0.14,0.11,0.11,4.2,3.5,2.5,6.0,0.15,0.09,0.24,0.12,0.21,Matches
202,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Sevilla,33-093,1988,17,11,897,10.0,2,1,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,1.2,1.2,0.8,2.0,0.12,0.08,0.20,0.12,0.20,Matches
203,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,29-052,1992,9,9,719,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
204,Sergio Gómez\Sergio-Gomez,es ESP,MFFW,Huesca,20-257,2000,28,3,702,7.8,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,1.0,1.6,0.07,0.13,0.21,0.07,0.21,Matches
205,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,32-070,1989,25,18,1480,16.4,0,1,0,0,0,7,1,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.6,0.7,0.01,0.03,0.04,0.01,0.04,Matches
206,Bruno González\Bruno-Gonzalez,es ESP,DF,Valladolid,30-360,1990,27,25,2263,25.1,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.0,0.3,0.01,0.00,0.01,0.01,0.01,Matches
207,Diego González\Diego-Gonzalez,es ESP,DF,Elche,26-111,1995,19,15,1280,14.2,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.1,0.6,0.04,0.00,0.04,0.04,0.04,Matches
208,Sergio González\Sergio-Gonzalez,es ESP,MF,Cádiz,24-005,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches
209,Urko González\Urko-Gonzalez,es ESP,MF,Real Sociedad,20-060,2001,2,1,47,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Matches
210,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,24-288,1996,31,27,2292,25.5,0,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,0.6,0.6,2.3,3.0,0.02,0.09,0.12,0.02,0.12,Matches
211,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,Barcelona,30-059,1991,35,31,2514,27.9,12,7,11,1,2,4,0,0.43,0.25,0.68,0.39,0.64,13.8,12.3,5.6,17.9,0.49,0.20,0.69,0.44,0.64,Matches
212,Andrés Guardado\Andres-Guardado,mx MEX,MF,Betis,34-233,1986,23,16,1253,13.9,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.3,0.3,0.5,0.9,0.02,0.04,0.06,0.02,0.06,Matches
213,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,29-355,1991,28,19,1766,19.6,1,2,0,1,2,5,0,0.05,0.10,0.15,0.00,0.10,5.0,3.4,1.6,5.0,0.25,0.08,0.33,0.17,0.25,Matches
214,Nemanja Gudelj\Nemanja-Gudelj,rs SRB,MF,Sevilla,29-184,1991,29,9,951,10.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.01,0.00,0.02,0.01,0.02,Matches
215,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,24-171,1996,30,26,2211,24.6,5,5,5,0,0,3,1,0.20,0.20,0.41,0.20,0.41,3.4,3.4,3.5,6.9,0.14,0.14,0.28,0.14,0.28,Matches
216,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,23-316,1997,30,24,1991,22.1,1,1,1,0,0,5,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,0.6,1.0,0.02,0.03,0.04,0.02,0.04,Matches
217,John Guidetti\John-Guidetti,se SWE,FWMF,Alavés,29-034,1992,9,0,131,1.5,1,0,1,0,0,1,0,0.69,0.00,0.69,0.69,0.69,1.1,1.1,0.0,1.1,0.76,0.00,0.76,0.76,0.76,Matches
218,Hugo Guillamón\Hugo-Guillamon,es ESP,DF,Valencia,21-108,2000,24,20,1900,21.1,1,0,1,0,0,7,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.0,0.5,0.02,0.00,0.02,0.02,0.02,Matches
219,Jon Guridi\Jon-Guridi,es ESP,MF,Real Sociedad,26-080,1995,17,8,831,9.2,0,1,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,0.7,1.5,0.08,0.08,0.16,0.08,0.16,Matches
220,Raúl Guti\Raul-Guti,es ESP,MF,Elche,24-140,1996,35,32,2772,30.8,2,1,2,0,0,3,1,0.06,0.03,0.10,0.06,0.10,1.5,1.5,0.5,1.9,0.05,0.01,0.06,0.05,0.06,Matches
221,Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,ar ARG,DF,Cádiz,30-130,1991,24,22,1825,20.3,2,0,2,0,0,2,1,0.10,0.00,0.10,0.10,0.10,1.5,1.5,0.1,1.5,0.07,0.00,0.08,0.07,0.08,Matches
222,Miguel Gutiérrez\Miguel-Gutierrez,es ESP,DF,Real Madrid,19-296,2001,5,2,249,2.8,0,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,0.0,0.0,0.2,0.2,0.00,0.08,0.08,0.00,0.08,Matches
223,Munir El Haddadi\Munir-El-Haddadi,ma MAR,FW,Sevilla,25-260,1995,24,9,845,9.4,4,2,4,0,0,2,0,0.43,0.21,0.64,0.43,0.64,3.5,3.5,1.6,5.1,0.37,0.17,0.55,0.37,0.55,Matches
224,Eden Hazard\Eden-Hazard,be BEL,FWMF,Real Madrid,30-132,1991,14,7,532,5.9,3,2,3,0,0,0,0,0.51,0.34,0.85,0.51,0.85,1.6,1.6,0.8,2.4,0.27,0.14,0.40,0.27,0.40,Matches
225,Mario Hermoso\Mario-Hermoso,es ESP,DF,Atlético Madrid,25-335,1995,30,29,2516,28.0,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.1,1.1,0.4,1.5,0.04,0.02,0.05,0.04,0.05,Matches
226,Aridane Hernández\Aridane-Hernandez,gq EQG,DF,Osasuna,32-057,1989,24,24,2026,22.5,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.00,0.02,0.03,0.00,0.03,Matches
227,Héctor Herrera\Hector-Herrera,mx MEX,MF,Atlético Madrid,31-030,1990,15,8,676,7.5,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.2,0.2,0.3,0.6,0.03,0.05,0.08,0.03,0.08,Matches
228,Sergio Herrera\Sergio-Herrera,es ESP,GK,Osasuna,27-348,1993,33,32,2958,32.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
229,Yangel Herrera\Yangel-Herrera,ve VEN,MF,Granada,23-132,1998,32,25,2310,25.7,3,1,3,0,0,7,0,0.12,0.04,0.16,0.12,0.16,1.9,1.9,1.1,3.0,0.07,0.04,0.12,0.07,0.12,Matches
230,Pablo Hervías\Pablo-Hervias,es ESP,DFMF,Valladolid,28-072,1993,26,10,1195,13.3,0,5,0,0,0,1,0,0.00,0.38,0.38,0.00,0.38,0.5,0.5,3.3,3.8,0.04,0.25,0.29,0.04,0.29,Matches
231,Jordan Holsgrove\Jordan-Holsgrove,sco SCO,MF,Celta Vigo,21-251,1999,5,0,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.02,0.07,0.05,0.07,Matches
232,Vicente Iborra\Vicente-Iborra,es ESP,MF,Villarreal,33-123,1988,13,10,928,10.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.02,0.02,0.03,0.02,0.03,Matches
233,Oussama Idrissi\Oussama-Idrissi,ma MAR,FWMF,Sevilla,25-082,1996,3,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.96,0.00,0.96,0.96,0.96,Matches
234,Iglesias\Iglesias,es ESP,DFMF,Getafe,22-320,1998,9,6,515,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.04,0.05,0.01,0.05,Matches
235,Borja Iglesias\Borja-Iglesias,es ESP,FW,Betis,28-122,1993,27,14,1330,14.8,10,0,6,4,4,2,0,0.68,0.00,0.68,0.41,0.41,6.8,3.8,0.5,4.3,0.46,0.03,0.49,0.26,0.29,Matches
236,Ilaix\Ilaix,es ESP,MF,Barcelona,18-120,2003,13,3,488,5.4,1,2,1,0,0,1,0,0.18,0.37,0.55,0.18,0.55,1.2,1.2,0.8,2.0,0.22,0.15,0.37,0.22,0.37,Matches
237,Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,31-072,1990,6,6,337,3.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
238,Pablo Insua\Pablo-Insua,es ESP,DF,Huesca,27-252,1993,20,17,1587,17.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.00,0.01,0.01,0.01,Matches
239,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Eibar,32-351,1988,27,21,1729,19.2,1,0,1,0,0,0,0,0.05,0.00,0.05,0.05,0.05,2.3,2.3,1.9,4.2,0.12,0.10,0.22,0.12,0.22,Matches
240,Alexander Isak\Alexander-Isak,se SWE,FW,Real Sociedad,21-240,1999,33,29,2252,25.0,16,2,16,0,1,4,0,0.64,0.08,0.72,0.64,0.72,14.7,14.0,1.7,15.7,0.59,0.07,0.66,0.56,0.63,Matches
241,Isco\Isco,es ESP,MFFW,Real Madrid,29-028,1992,24,8,873,9.7,0,2,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,1.8,1.8,1.7,3.5,0.19,0.17,0.36,0.19,0.36,Matches
242,Jairo Izquierdo\Jairo-Izquierdo,es ESP,MFDF,Cádiz,27-209,1993,29,11,1254,13.9,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.8,0.8,0.9,1.8,0.06,0.07,0.13,0.06,0.13,Matches
243,Saidy Janko\Saidy-Janko,ch SUI,DF,Valladolid,25-209,1995,18,13,1139,12.7,0,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.4,0.8,0.03,0.04,0.07,0.03,0.07,Matches
244,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,26-103,1995,26,12,1005,11.2,4,4,1,3,3,2,0,0.36,0.36,0.72,0.09,0.45,4.8,2.6,4.0,6.6,0.43,0.36,0.79,0.23,0.59,Matches
245,Jason\Jason,es ESP,MFDF,Valencia,26-317,1994,17,4,441,4.9,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.03,0.12,0.16,0.03,0.16,Matches
246,Luis Javier Suárez\Luis-Javier-Suarez,co COL,FWMF,Granada,23-168,1997,26,17,1591,17.7,5,1,5,0,0,6,0,0.28,0.06,0.34,0.28,0.34,6.4,6.4,1.4,7.7,0.36,0.08,0.44,0.36,0.44,Matches
247,Joaquín\Joaquin,es ESP,FWMF,Betis,39-302,1981,27,16,1291,14.3,2,6,2,0,0,2,0,0.14,0.42,0.56,0.14,0.56,1.0,1.0,2.5,3.5,0.07,0.18,0.24,0.07,0.24,Matches
248,John Joe\John-Joe,ie IRL,MFDF,Getafe,17-237,2003,6,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.18,0.00,0.18,0.18,0.18,Matches
