Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
327,Álex Martín\Alex-Martin,es ESP,DF,Cádiz,23-114,1998,1.1,0,0,0,1,0,0,1,2,0,0,0,0,3,2,2,50.0,Matches
328,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,30-002,1991,28.0,9,1,0,30,34,4,9,37,14,0,0,0,274,79,46,63.2,Matches
329,Javi Martínez\Javi-Martinez,es ESP,MFFW,Osasuna,21-148,1999,5.0,1,0,0,5,7,0,3,4,9,0,0,0,46,6,5,54.5,Matches
330,Marvin\Marvin,es ESP,DFFW,Real Madrid,20-320,2000,1.5,0,0,0,1,5,0,4,1,1,0,0,0,18,5,0,100.0,Matches
331,Jordi Masip\Jordi-Masip,es ESP,GK,Valladolid,32-136,1989,24.0,3,0,0,1,2,0,0,0,0,0,0,0,114,0,0,,Matches
332,Jaime Mata\Jaime-Mata,es ESP,FW,Getafe,32-207,1988,22.5,9,1,0,69,36,27,36,11,10,0,0,0,110,90,127,41.5,Matches
333,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,24-044,1997,0.3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0.0,Matches
334,Gonzalo Melero\Gonzalo-Melero,es ESP,MFFW,Levante,27-137,1994,19.6,4,0,0,24,33,1,4,21,18,0,0,0,147,41,53,43.6,Matches
335,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,24-132,1997,28.7,7,0,0,75,56,5,25,35,44,2,0,0,205,27,64,29.7,Matches
336,Édgar Méndez\Edgar-Mendez,es ESP,MFFW,Alavés,31-137,1990,22.4,12,1,1,52,49,8,46,15,20,0,0,0,139,56,51,52.3,Matches
337,Eñaut Mendía\Enaut-Mendia,es ESP,FW,Eibar,21-328,1999,0.7,1,0,0,3,0,1,0,0,1,0,1,0,5,0,1,0.0,Matches
338,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Real Madrid,25-345,1995,24.5,3,0,0,22,39,5,40,25,17,0,0,0,170,10,20,33.3,Matches
339,Mikel Merino\Mikel-Merino,es ESP,MF,Real Sociedad,24-331,1996,23.9,5,0,0,79,54,4,14,32,36,0,0,0,216,71,72,49.7,Matches
340,Martín Merquelanz\Martin-Merquelanz,es ESP,FWMF,Real Sociedad,25-341,1995,6.1,0,0,0,4,13,2,14,8,2,0,0,0,46,4,8,33.3,Matches
341,Roque Mesa\Roque-Mesa,es ESP,MF,Valladolid,31-346,1989,18.9,4,1,0,28,35,5,21,12,32,0,0,0,201,14,29,32.6,Matches
342,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,33-329,1987,33.6,4,0,0,22,99,7,66,7,16,0,0,0,121,12,11,52.2,Matches
343,Omenuke Mfulu\Omenuke-Mfulu,cd COD,MF,Elche,27-060,1994,7.9,3,0,0,12,5,0,1,8,14,0,0,0,60,5,6,45.5,Matches
344,Míchel\Michel,es ESP,MF,Valladolid,32-294,1988,10.2,2,0,0,15,9,0,21,13,13,0,0,0,114,9,11,45.0,Matches
345,Éder Militão\Eder-Militao,br BRA,DF,Real Madrid,23-121,1998,11.6,3,1,0,15,12,0,2,21,13,0,1,0,89,36,10,78.3,Matches
346,Luis Milla\Luis-Milla,es ESP,MF,Granada,26-224,1994,13.9,1,0,0,16,20,0,10,21,16,0,0,0,134,16,13,55.2,Matches
347,Pere Milla\Pere-Milla,es ESP,FWMF,Elche,28-238,1992,21.0,6,0,0,30,54,6,5,15,20,0,0,0,108,37,50,42.5,Matches
348,Alejandro Millán\Alejandro-Millan,es ESP,FW,Villarreal,21-193,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
349,Santi Mina\Santi-Mina,es ESP,FW,Celta Vigo,25-163,1995,25.8,4,0,0,61,60,11,8,9,18,2,0,0,103,98,119,45.2,Matches
350,Óscar Mingueza\Oscar-Mingueza,es ESP,DF,Barcelona,22-006,1999,20.6,4,0,0,19,16,1,14,25,42,0,0,0,150,15,24,38.5,Matches
351,Rafa Mir\Rafa-Mir,es ESP,FW,Huesca,23-335,1997,31.0,2,0,0,59,20,34,17,9,9,1,0,0,104,117,125,48.3,Matches
352,Jorge Miramón\Jorge-Miramon,es ESP,DF,Levante,31-351,1989,19.2,1,0,0,16,11,1,53,34,24,1,0,0,159,24,26,48.0,Matches
353,Juan Miranda\Juan-Miranda,es ESP,DF,Betis,21-120,2000,17.9,4,0,0,21,20,1,52,27,14,0,0,0,123,33,41,44.6,Matches
354,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,35-252,1985,29.4,4,0,0,29,31,1,48,51,26,0,0,0,220,23,22,51.1,Matches
355,Johan Mojica\Johan-Mojica,co COL,DF,Elche,28-271,1992,13.2,3,0,0,17,12,1,44,27,15,0,1,0,115,11,17,39.3,Matches
356,Guillem Molina\Guillem-Molina,es ESP,DF,Valencia,21-016,2000,1.7,1,0,0,4,2,0,0,2,0,0,1,0,18,4,5,44.4,Matches
357,Jorge Molina\Jorge-Molina,es ESP,FWMF,Granada,39-027,1982,17.2,3,0,0,27,27,10,6,1,6,1,0,0,73,83,92,47.4,Matches
358,Victor Mollejo\Victor-Mollejo,es ESP,MFDF,Getafe,20-118,2001,0.8,0,0,0,0,2,0,2,0,1,0,0,0,3,1,2,33.3,Matches
359,Jon Moncayola\Jon-Moncayola,es ESP,MF,Osasuna,23-006,1998,29.1,7,1,1,39,10,0,24,20,25,0,1,0,303,38,33,53.5,Matches
360,Nacho Monreal\Nacho-Monreal,es ESP,DF,Real Sociedad,35-082,1986,22.1,1,0,0,25,15,2,39,30,19,0,0,0,167,36,26,58.1,Matches
361,Ángel Montoro\Angel-Montoro,es ESP,MF,Granada,32-328,1988,15.1,6,0,0,23,20,1,31,15,13,0,0,0,130,12,21,36.4,Matches
362,Martín Montoya\Martin-Montoya,es ESP,DF,Betis,30-035,1991,2.7,0,1,0,4,1,0,5,1,2,0,0,0,27,7,3,70.0,Matches
363,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,23-299,1997,5.6,2,0,0,7,13,6,4,2,7,0,0,0,23,4,11,26.7,Matches
364,Jon Morcillo\Jon-Morcillo,es ESP,MFFW,Athletic Club,22-246,1998,15.1,3,0,0,21,16,3,76,22,7,0,0,0,70,16,20,44.4,Matches
365,Alberto Moreno\Alberto-Moreno,es ESP,DF,Villarreal,28-318,1992,2.1,0,0,0,3,3,0,4,1,3,0,0,0,12,0,0,,Matches
366,Álex Moreno\Alex-Moreno,es ESP,DF,Betis,27-345,1993,19.3,3,0,0,20,22,0,47,26,25,0,1,0,245,21,25,45.7,Matches
367,Gerard Moreno\Gerard-Moreno,es ESP,FWMF,Villarreal,29-042,1992,28.8,3,0,0,43,58,19,42,15,12,0,0,0,122,65,71,47.8,Matches
368,Tete Morente\Tete-Morente,es ESP,MFFW,Elche,24-166,1996,22.4,5,0,0,28,34,5,53,17,27,0,0,0,142,19,25,43.2,Matches
369,Loren Morón\Loren-Moron,es ESP,FWMF,Betis,27-140,1993,10.9,2,0,0,14,25,9,2,6,7,1,0,0,41,33,54,37.9,Matches
370,Pedro Mosquera\Pedro-Mosquera,es ESP,MF,Huesca,33-028,1988,22.8,1,0,0,28,22,0,2,15,24,0,0,0,251,28,43,39.4,Matches
371,Javi Moyano\Javi-Moyano,es ESP,DF,Valladolid,35-085,1986,1.1,0,0,0,0,1,0,1,0,0,0,0,0,9,3,1,75.0,Matches
372,Iker Muniain\Iker-Muniain,es ESP,MFFW,Athletic Club,28-151,1992,21.6,1,0,0,18,69,2,34,14,19,1,0,0,122,10,16,38.5,Matches
373,Aihen Muñoz\Aihen-Munoz,es ESP,DF,Real Sociedad,23-276,1997,13.4,6,0,0,20,9,0,50,8,14,0,0,0,129,20,19,51.3,Matches
374,Joaquín Muñoz\Joaquin-Munoz,es ESP,FW,Huesca,22-070,1999,0.5,0,0,0,2,2,0,0,0,0,0,0,0,4,1,3,25.0,Matches
375,Jeison Murillo\Jeison-Murillo,co COL,DF,Celta Vigo,28-357,1992,30.0,11,1,1,45,30,0,0,33,31,0,1,0,269,74,62,54.4,Matches
376,Yunus Musah\Yunus-Musah,us USA,MF,Valencia,18-171,2002,16.9,2,0,0,20,29,3,18,8,11,0,0,0,95,18,23,43.9,Matches
377,Yoshinori Mutō\Yoshinori-Muto,jp JPN,FWMF,Eibar,28-308,1992,12.5,1,0,0,28,16,7,7,5,10,1,0,0,72,35,50,41.2,Matches
378,Nacho\Nacho,es ESP,DF,Real Madrid,31-121,1990,22.0,8,0,0,38,24,2,12,35,21,0,1,0,148,33,32,50.8,Matches
379,Nacho\Nacho,es ESP,DF,Valladolid,32-073,1989,20.1,3,1,0,15,22,0,43,26,21,0,0,0,193,16,27,37.2,Matches
380,Nano\Nano,es ESP,FWMF,Cádiz,26-103,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0,Matches
381,Roberto Navarro\Roberto-Navarro,es ESP,MF,Real Sociedad,19-037,2002,0.4,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,,Matches
382,Ximo Navarro\Ximo-Navarro,es ESP,DF,Alavés,31-116,1990,25.4,6,0,0,32,35,0,24,53,34,1,0,0,200,25,36,41.0,Matches
383,Jesús Navas\Jesus-Navas,es ESP,DF,Sevilla,35-179,1985,31.4,4,0,0,10,19,2,130,28,18,0,0,0,254,29,19,60.4,Matches
384,Raúl Navas\Raul-Navas,es ESP,DF,Osasuna,33-008,1988,1.9,0,0,0,2,0,0,0,3,5,0,1,0,17,1,0,100.0,Matches
385,Álvaro Negredo\Alvaro-Negredo,es ESP,FW,Cádiz,35-272,1985,23.6,4,1,1,19,36,7,12,2,7,0,1,0,75,129,153,45.7,Matches
386,Neto\Neto,br BRA,GK,Barcelona,31-304,1989,6.0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,,Matches
387,Carlos Neva\Carlos-Neva,es ESP,DF,Granada,24-341,1996,20.0,1,0,0,7,25,1,32,32,7,0,0,0,120,11,38,22.4,Matches
388,Mamor Niang\Mamor-Niang,sn SEN,FWMF,Getafe,19-104,2002,0.2,0,0,0,0,1,0,0,1,1,0,0,0,2,1,4,20.0,Matches
389,Nieto\Nieto,es ESP,FWMF,Cádiz,23-051,1998,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
390,Saúl Ñíguez\Saul-Niguez,es ESP,MFDF,Atlético Madrid,26-179,1994,21.9,9,0,0,42,13,7,26,21,49,0,0,0,185,62,64,49.2,Matches
391,Nino\Nino,es ESP,FWMF,Elche,40-343,1980,3.1,1,0,0,4,6,1,3,0,0,0,0,0,12,1,6,14.3,Matches
392,Fernando Niño\Fernando-Nino,es ESP,FW,Villarreal,20-207,2000,6.6,1,0,0,7,14,6,1,0,1,0,0,0,21,12,16,42.9,Matches
393,Nolito\Nolito,es ESP,MFFW,Celta Vigo,34-216,1986,28.2,6,0,0,44,42,10,24,24,42,0,1,0,179,14,39,26.4,Matches
394,Unai Núñez\Unai-Nunez,es ESP,DF,Athletic Club,24-109,1997,22.4,6,0,0,23,11,0,1,23,19,0,3,0,199,73,38,65.8,Matches
395,Kelechi Nwakali\Kelechi-Nwakali,ng NGA,MFFW,Huesca,22-348,1998,1.6,1,0,0,3,2,0,0,0,6,0,0,0,13,2,1,66.7,Matches
396,Allan Nyom\Allan-Nyom,cm CMR,MFDF,Getafe,33-009,1988,24.8,10,1,0,42,18,1,78,25,24,0,0,0,167,63,39,61.8,Matches
397,Jan Oblak\Jan-Oblak,si SVN,GK,Atlético Madrid,28-132,1993,37.0,0,0,0,0,5,0,0,0,0,0,0,1,138,0,0,,Matches
398,Lucas Ocampos\Lucas-Ocampos,ar ARG,FW,Sevilla,26-312,1994,28.6,3,0,0,33,76,5,45,26,29,1,0,0,142,38,36,51.4,Matches
399,Álvaro Odriozola\Alvaro-Odriozola,es ESP,DF,Real Madrid,25-156,1995,8.5,0,0,0,5,4,1,28,5,5,0,0,0,48,2,13,13.3,Matches
400,Shinji Okazaki\Shinji-Okazaki,jp JPN,FW,Huesca,35-033,1986,12.5,1,0,0,14,16,11,3,4,6,0,0,0,29,25,48,34.2,Matches
401,Lucas Olaza\Lucas-Olaza,uy URU,DF,Celta Vigo,26-302,1994,17.9,4,0,0,18,18,2,43,17,22,1,0,1,166,24,27,47.1,Matches
402,Lucas Olaza\Lucas-Olaza,uy URU,DF,Valladolid,26-302,1994,13.0,4,0,0,8,13,1,37,18,8,0,1,0,105,20,14,58.8,Matches
403,Christian Oliva\Christian-Oliva,uy URU,MF,Valencia,24-352,1996,2.2,0,0,0,3,3,0,0,5,2,0,0,0,17,1,1,50.0,Matches
404,Kiko Olivas\Kiko-Olivas,es ESP,DFMF,Valladolid,32-271,1988,1.0,1,0,0,1,1,0,0,1,1,0,0,0,13,1,0,100.0,Matches
405,Paulo Oliveira\Paulo-Oliveira,pt POR,DF,Eibar,29-131,1992,28.5,4,0,0,27,7,1,1,35,26,0,0,0,362,111,64,63.4,Matches
406,Mathías Olivera\Mathias-Olivera,uy URU,DF,Getafe,23-200,1997,29.0,6,0,0,27,25,2,51,35,41,0,1,0,303,74,68,52.1,Matches
407,Javier Ontiveros\Javier-Ontiveros,es ESP,FWMF,Huesca,23-252,1997,10.2,5,0,0,27,33,0,20,12,19,0,0,0,83,5,14,26.3,Matches
408,Fabián Orellana\Fabian-Orellana,cl CHI,MFFW,Valladolid,35-112,1986,23.8,5,0,0,26,57,5,55,15,20,0,0,0,166,12,53,18.5,Matches
409,Mikel Oyarzabal\Mikel-Oyarzabal,es ESP,FWMF,Real Sociedad,24-028,1997,25.9,1,0,0,26,39,16,53,18,17,1,0,0,166,19,43,30.6,Matches
410,Fernando Pacheco\Fernando-Pacheco,es ESP,GK,Alavés,29-001,1992,37.0,1,0,0,0,3,0,0,0,0,0,0,0,156,0,0,,Matches
411,Jon Pacheco\Jon-Pacheco,es ESP,DF,Real Sociedad,20-131,2001,0.4,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0.0,Matches
412,Helibelton Palacios\Helibelton-Palacios,co COL,DF,Elche,27-344,1993,8.1,0,0,0,4,7,0,10,9,19,0,0,0,44,10,8,55.6,Matches
413,Ante Palaversa\Ante-Palaversa,hr CRO,MFFW,Getafe,21-043,2000,0.1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,,Matches
414,Daniel Parejo\Daniel-Parejo,es ESP,MF,Villarreal,32-033,1989,33.6,4,0,0,32,59,0,42,30,55,0,0,0,316,25,23,52.1,Matches
415,Thomas Partey\Thomas-Partey,gh GHA,MF,Atlético Madrid,27-340,1993,2.2,1,0,0,5,1,0,0,2,7,0,0,0,26,3,1,75.0,Matches
416,Gabriel Paulista\Gabriel-Paulista,br BRA,DF,Valencia,30-174,1990,29.2,6,0,0,19,26,0,0,52,11,1,1,0,246,63,39,61.8,Matches
417,Alfonso Pedraza\Alfonso-Pedraza,es ESP,DF,Villarreal,25-040,1996,22.3,8,0,0,40,24,1,84,26,21,2,0,1,178,42,24,63.6,Matches
418,Pedri\Pedri,es ESP,MF,Barcelona,18-175,2002,26.8,2,0,0,18,42,0,11,35,34,1,0,0,176,7,10,41.2,Matches
419,Facundo Pellistri\Facundo-Pellistri,uy URU,MF,Alavés,19-150,2001,5.3,0,0,0,5,9,1,9,4,4,0,0,0,40,7,14,33.3,Matches
420,Rubén Peña\Ruben-Pena,es ESP,DF,Villarreal,29-305,1991,12.1,1,0,0,20,17,0,35,13,16,0,0,0,97,17,14,54.8,Matches
421,Pepe\Pepe,es ESP,DF,Granada,21-078,2000,1.8,0,0,0,2,1,0,0,1,4,0,1,0,20,1,3,25.0,Matches
422,Alberto Perea\Alberto-Perea,es ESP,MF,Cádiz,30-151,1990,16.4,0,0,0,5,33,1,34,30,15,0,0,0,97,6,16,27.3,Matches
423,Iñigo Pérez\Inigo-Perez,es ESP,MFDF,Osasuna,33-121,1988,14.1,4,1,1,13,11,0,25,9,13,0,0,0,112,12,25,32.4,Matches
424,Juan Pérez\Juan-Perez,es ESP,GK,Osasuna,24-308,1996,2.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,Matches
425,Kike Pérez\Kike-Perez,es ESP,MF,Valladolid,24-094,1997,12.8,3,0,0,31,25,1,11,10,17,1,0,0,117,28,42,40.0,Matches
426,Lucas Pérez\Lucas-Perez,es ESP,FW,Alavés,32-251,1988,19.4,1,0,0,12,29,14,56,6,9,1,0,0,95,7,16,30.4,Matches
427,Luis Pérez\Luis-Perez,es ESP,DF,Valladolid,26-104,1995,14.4,1,0,0,15,17,1,36,13,23,0,1,0,129,28,17,62.2,Matches
428,Nehuén Pérez\Nehuen-Perez,ar ARG,DF,Granada,20-329,2000,8.2,4,0,0,10,1,0,0,9,6,0,0,0,44,20,19,51.3,Matches
429,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Elche,32-049,1989,3.3,0,0,0,9,8,4,10,1,3,0,0,0,16,1,12,7.7,Matches
430,Cristiano Piccini\Cristiano-Piccini,it ITA,DF,Valencia,28-235,1992,0.7,0,0,0,0,0,0,2,1,0,0,0,0,5,2,0,100.0,Matches
431,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,33-217,1987,27.6,12,0,0,68,29,2,5,40,32,0,0,0,255,46,44,51.1,Matches
432,Yeremi Pino\Yeremi-Pino,es ESP,FWMF,Villarreal,18-211,2002,8.0,4,0,0,19,15,2,11,8,9,1,1,0,33,9,17,34.6,Matches
433,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,34-106,1987,16.5,4,0,0,13,6,2,1,15,13,0,0,0,182,66,21,75.9,Matches
434,Miralem Pjanić\Miralem-Pjanic,ba BIH,MF,Barcelona,31-047,1990,6.8,1,0,0,4,10,0,1,8,5,0,0,0,72,5,4,55.6,Matches
435,Óscar Plano\Oscar-Plano,es ESP,MFFW,Valladolid,30-097,1991,27.0,1,1,0,43,60,3,28,36,37,0,1,0,206,60,67,47.2,Matches
436,Dani Plomer\Dani-Plomer,es ESP,FW,Granada,22-170,1998,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches
437,Jorge Pombo\Jorge-Pombo,es ESP,FWMF,Cádiz,27-086,1994,5.6,1,0,0,8,13,0,8,2,4,0,0,0,40,3,3,50.0,Matches
438,Pere Pons\Pere-Pons,es ESP,MF,Alavés,28-088,1993,12.4,1,0,0,17,17,1,8,11,19,0,0,0,116,13,24,35.1,Matches
439,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,30-340,1990,4.6,1,0,0,4,4,0,12,5,3,0,0,0,42,1,15,6.3,Matches
440,Portu\Portu,es ESP,FWMF,Real Sociedad,28-363,1992,23.4,3,0,0,34,25,22,55,12,14,0,0,0,111,20,36,35.7,Matches
441,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,32-196,1988,18.0,4,0,0,16,12,0,1,39,13,0,0,1,110,28,19,59.6,Matches
442,Darío Poveda\Dario-Poveda,es ESP,FW,Getafe,24-067,1997,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7,Matches
443,Alejandro Pozo Pozo\Alejandro-Pozo-Pozo,es ESP,DFMF,Eibar,22-086,1999,24.2,4,0,0,22,18,2,59,28,26,0,0,0,201,11,39,22.0,Matches
444,Antonio Puertas\Antonio-Puertas,es ESP,FWMF,Granada,29-087,1992,23.1,6,0,0,32,22,13,39,12,17,0,0,0,136,56,87,39.2,Matches
445,Riqui Puig\Riqui-Puig,es ESP,MF,Barcelona,21-279,1999,2.8,1,0,0,2,8,0,0,2,5,0,0,0,20,1,3,25.0,Matches
446,Jorge Pulido\Jorge-Pulido,es ESP,DF,Huesca,30-041,1991,31.1,6,1,1,35,25,4,7,32,26,0,0,0,290,62,54,53.4,Matches
447,Domingos Quina\Domingos-Quina,pt POR,MF,Granada,21-182,1999,3.8,1,0,0,5,10,1,2,4,6,0,0,0,28,5,6,45.5,Matches
448,Quini\Quini,es ESP,DF,Granada,31-237,1989,13.2,5,0,0,18,9,0,17,21,23,0,0,0,120,24,11,68.6,Matches
449,Quique\Quique,es ESP,FWMF,Eibar,31-003,1990,1.7,0,0,0,3,4,1,0,0,0,0,0,0,9,6,12,33.3,Matches
450,Dani Raba\Dani-Raba,es ESP,MF,Villarreal,25-202,1995,1.6,0,0,0,3,7,1,4,2,2,0,0,0,15,1,1,50.0,Matches
451,Uroš Račić\Uros-Racic,rs SRB,MF,Valencia,23-063,1998,23.3,6,0,0,42,24,1,1,20,24,0,1,0,258,75,43,63.6,Matches
452,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Levante,28-102,1993,12.5,1,0,0,15,9,0,3,13,11,0,0,0,130,25,14,64.1,Matches
453,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Sevilla,33-070,1988,24.4,5,0,0,33,25,2,14,19,30,1,0,0,196,32,35,47.8,Matches
454,Jonás Ramalho\Jonas-Ramalho,es ESP,DF,Osasuna,27-343,1993,3.0,0,0,0,1,1,0,2,2,1,0,0,0,23,6,1,85.7,Matches
455,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Huesca,25-314,1995,13.3,2,0,0,17,47,10,18,13,11,0,0,0,66,10,26,27.8,Matches
456,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,35-050,1986,14.2,3,0,0,17,6,2,5,16,12,1,1,0,153,29,22,56.9,Matches
457,Recio\Recio,es ESP,MF,Eibar,30-128,1991,8.2,5,0,0,18,19,0,20,4,9,0,0,0,72,8,14,36.4,Matches
458,Francisco Reis Ferreira\Francisco-Reis-Ferreira,pt POR,DF,Valencia,24-054,1997,2.0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,3,0.0,Matches
459,Karim Rekik\Karim-Rekik,nl NED,DF,Sevilla,26-168,1994,6.3,2,0,0,17,4,1,8,5,7,0,0,0,29,13,4,76.5,Matches
460,Álex Remiro\Alex-Remiro,es ESP,GK,Real Sociedad,26-056,1995,37.0,0,0,0,0,7,0,0,0,0,0,0,0,175,0,0,,Matches
461,Oriol Rey\Oriol-Rey,es ESP,MF,Valladolid,23-083,1998,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,Matches
462,Ricard\Ricard,es ESP,DF,Atlético Madrid,21-086,2000,0.3,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0.0,Matches
463,Mikel Rico\Mikel-Rico,es ESP,MF,Huesca,36-196,1984,23.5,2,0,0,19,21,2,26,20,15,0,0,0,198,14,27,34.1,Matches
464,Emiliano Rigoni\Emiliano-Rigoni,ar ARG,MFFW,Elche,28-104,1993,12.7,5,0,0,21,8,7,26,5,10,0,0,0,55,6,12,33.3,Matches
465,Luis Rioja\Luis-Rioja,es ESP,MFDF,Alavés,27-215,1993,23.0,4,0,0,19,27,7,62,31,15,1,0,0,149,20,35,36.4,Matches
466,Rober\Rober,es ESP,DFMF,Levante,26-092,1995,14.8,3,1,0,19,5,1,1,32,14,0,0,0,126,21,31,40.4,Matches
467,Roberto\Roberto,es ESP,GK,Valladolid,35-098,1986,13.0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,,Matches
468,Sergi Roberto\Sergi-Roberto,es ESP,DF,Barcelona,29-101,1992,10.5,1,0,0,7,10,2,7,8,7,0,0,0,89,8,10,44.4,Matches
469,Joel Robles\Joel-Robles,es ESP,GK,Betis,30-336,1990,18.0,2,0,0,1,1,0,0,0,0,0,1,0,89,0,0,,Matches
470,Rubén Rochina\Ruben-Rochina,es ESP,MF,Levante,30-057,1991,15.6,5,0,0,39,31,0,28,22,31,0,0,0,152,22,13,62.9,Matches
471,Rodrigo\Rodrigo,es ESP,FWMF,Betis,21-003,2000,5.3,0,0,0,1,14,2,10,2,2,0,0,0,40,1,8,11.1,Matches
472,Kévin Rodrigues\Kevin-Rodrigues,pt POR,DFMF,Eibar,27-075,1994,12.2,1,0,0,9,16,1,41,14,11,0,0,0,121,13,36,26.5,Matches
473,Óscar Rodríguez Arnaiz\Oscar-Rodriguez-Arnaiz,es ESP,MFFW,Sevilla,22-325,1998,5.3,1,0,0,13,10,0,18,8,14,0,0,0,41,7,8,46.7,Matches
474,Ángel Rodríguez\Angel-Rodriguez,es ESP,FWMF,Getafe,34-023,1987,15.3,4,0,0,27,21,13,14,2,2,1,0,0,68,26,77,25.2,Matches
475,Guido Rodríguez\Guido-Rodriguez,ar ARG,MF,Betis,27-037,1994,30.8,10,0,0,60,46,0,4,55,69,0,1,0,337,54,40,57.4,Matches
476,Miguel Rodríguez\Miguel-Rodriguez,es ESP,FWMF,Celta Vigo,18-020,2003,0.3,2,0,0,2,1,0,1,0,2,0,0,0,1,0,1,0.0,Matches
477,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Elche,31-300,1989,4.7,1,0,0,9,8,0,2,9,4,0,0,0,37,5,4,55.6,Matches
478,Rodrygo\Rodrygo,br BRA,FW,Real Madrid,20-130,2001,10.5,0,0,0,15,21,1,15,7,7,0,0,0,47,9,14,39.1,Matches
479,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Osasuna,34-098,1987,13.7,3,1,1,15,6,0,15,12,15,0,1,0,171,35,22,61.4,Matches
480,Rubén\Ruben,es ESP,GKMF,Osasuna,36-331,1984,2.1,0,1,0,1,0,0,0,0,0,0,0,0,9,0,0,,Matches
481,Waldo Rubio\Waldo-Rubio,es ESP,FW,Valladolid,25-275,1995,4.2,1,0,0,8,2,1,3,1,5,0,0,0,32,0,10,0.0,Matches
482,Aitor Ruibal\Aitor-Ruibal,es ESP,FWMF,Betis,25-058,1996,17.2,2,0,0,34,16,4,23,21,24,0,0,0,103,15,19,44.1,Matches
483,Isma Ruiz\Isma-Ruiz,es ESP,MF,Granada,20-094,2001,0.7,0,0,0,0,0,0,0,0,2,0,0,0,8,1,4,20.0,Matches
484,Víctor Ruiz\Victor-Ruiz,es ESP,DF,Betis,32-114,1989,23.0,8,0,0,23,5,3,0,46,11,0,0,2,211,65,36,64.4,Matches
485,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Villarreal,28-364,1992,1.0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,,Matches
486,Modibo Sagnan\Modibo-Sagnan,ml MLI,DF,Real Sociedad,22-035,1999,6.9,3,0,0,13,4,0,1,7,5,0,0,0,59,16,14,53.3,Matches
487,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,20-107,2001,5.0,1,0,0,14,7,4,11,6,6,0,0,0,35,3,12,20.0,Matches
488,Salvi\Salvi,es ESP,MFFW,Cádiz,30-050,1991,21.5,5,0,0,16,29,7,84,18,12,0,1,0,125,18,36,33.3,Matches
489,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,24-064,1997,15.3,6,0,0,38,17,0,2,14,17,0,1,0,152,26,46,36.1,Matches
490,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Betis,25-076,1996,10.4,2,0,0,17,11,3,1,2,6,0,0,0,39,36,37,49.3,Matches
491,Oihan Sancet\Oihan-Sancet,es ESP,FWMF,Athletic Club,21-024,2000,10.9,2,0,0,18,17,4,4,3,8,0,0,0,57,15,25,37.5,Matches
492,Juan Sánchez Miño\Juan-Sanchez-Mino,ar ARG,DFMF,Elche,31-138,1990,5.5,2,0,0,11,6,0,8,4,5,0,0,0,40,4,5,44.4,Matches
493,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,34-200,1986,28.3,10,1,0,29,31,4,0,24,11,0,0,0,212,85,75,53.1,Matches
